employee_id,department,job_title,hire_date,salary,bonus,performance_score,satisfaction_score,age,gender,education
EMP-0533,Marketing,Brand Manager,2015-12-16,91005,9619.0,2.6,4.3,26,Female,High School
EMP-0534,HR,Recruiter,2016-03-11,105501,3557.0,3.3,2.7,22,Non-binary,PhD
EMP-0535,HR,HR Manager,2019-07-22,92348,5473.0,2.2,4.8,26,Non-binary,High School
EMP-0536,Engineering,Senior Engineer,2020-02-01,103909,2417.0,3.9,1.5,27,Non-binary,Bachelor's
EMP-0537,HR,HR Manager,2017-06-09,92902,6029.0,3.8,4.4,43,Male,PhD
EMP-0538,HR,People Ops,2021-12-14,136179,12637.0,4.0,1.3,60,Female,PhD
EMP-0539,HR,People Ops,2016-07-18,88034,2606.0,2.1,2.2,58,Female,Master's
EMP-0540,Sales,Account Executive,2023-04-11,121368,4896.0,4.5,2.0,31,Female,Master's
EMP-0541,HR,Recruiter,2020-07-30,95437,6699.0,4.1,3.8,39,Male,Bachelor's
EMP-0542,Engineering,Senior Engineer,2023-01-14,111362,13263.0,4.4,1.8,54,Male,Master's
EMP-0543,Operations,Operations Analyst,2017-04-15,95919,1496.0,2.3,1.1,33,Non-binary,PhD
EMP-0544,Finance,Accountant,2020-09-04,127246,14039.0,1.9,2.9,23,Female,Bachelor's
EMP-0545,Operations,Logistics Coord,2022-04-17,76196,4875.0,1.8,3.7,40,Male,High School
EMP-0546,HR,HR Generalist,2019-04-09,147534,5095.0,4.2,4.0,38,Female,Master's
EMP-0547,Operations,Logistics Coord,2022-03-02,90878,8639.0,4.8,1.7,41,Male,Bachelor's
EMP-0548,HR,Recruiter,2021-01-18,76575,1527.0,4.8,3.4,38,Female,Master's
EMP-0549,Operations,Operations Analyst,2018-11-20,90439,6252.0,3.7,2.7,28,Non-binary,Master's
EMP-0550,Finance,Financial Analyst,2018-04-16,117456,10517.0,1.8,4.7,42,Male,Master's
EMP-0551,Sales,Sales Rep,2019-11-12,89278,1486.0,1.9,2.9,40,Female,High School
EMP-0552,Engineering,DevOps Engineer,2017-09-14,93935,3192.0,3.7,2.9,37,Female,Bachelor's
EMP-0553,Marketing,Brand Manager,2019-09-07,91981,8354.0,4.7,2.5,37,Male,Bachelor's
EMP-0554,HR,HR Manager,2021-12-21,67709,7816.0,1.6,3.4,50,Male,Master's
EMP-0555,Sales,Sales Rep,2021-11-15,124497,3649.0,3.5,4.9,46,Female,Bachelor's
EMP-0556,Operations,COO Staff,2019-04-27,126531,13101.0,3.0,2.0,29,Non-binary,Master's
EMP-0557,Operations,Logistics Coord,2020-01-30,97064,14188.0,2.3,1.0,47,Male,Bachelor's
EMP-0558,Sales,Account Executive,2017-07-17,109522,9906.0,2.9,4.4,52,Female,Bachelor's
EMP-0559,HR,People Ops,2021-07-11,139483,6157.0,2.0,2.4,25,Non-binary,Bachelor's
EMP-0560,Marketing,Brand Manager,2018-09-14,79586,7716.0,1.6,4.0,33,Male,Bachelor's
EMP-0561,Marketing,Content Manager,2020-06-14,160230,12299.0,4.6,4.4,34,Female,Bachelor's
EMP-0562,Operations,Logistics Coord,2021-10-20,146590,10186.0,4.1,2.6,54,Female,Bachelor's
EMP-0563,HR,Recruiter,2017-07-17,77311,5656.0,2.6,2.7,33,Non-binary,Bachelor's
EMP-0564,Engineering,DevOps Engineer,2017-05-19,108524,15712.0,2.4,4.0,44,Male,Master's
EMP-0565,Sales,Sales Rep,2020-11-05,135041,12464.0,3.0,3.6,60,Female,Bachelor's
EMP-0566,Marketing,Marketing Analyst,2022-11-23,157779,3561.0,2.3,3.8,39,Male,Bachelor's
EMP-0567,Marketing,SEO Specialist,2021-05-07,86667,9163.0,2.1,4.6,44,Female,Bachelor's
EMP-0568,Engineering,DevOps Engineer,2018-06-29,140133,19124.0,3.2,4.8,53,Female,High School
EMP-0569,Engineering,Tech Lead,2022-02-20,124603,12910.0,5.0,4.2,34,Female,Bachelor's
EMP-0570,HR,People Ops,2020-01-29,92014,10895.0,3.6,2.8,60,Female,Bachelor's
EMP-0571,Operations,Operations Analyst,2022-11-23,111020,10918.0,4.1,4.9,28,Non-binary,Master's
EMP-0572,Engineering,DevOps Engineer,2024-01-10,108866,6665.0,2.5,1.2,29,Non-binary,Master's
EMP-0573,HR,HR Generalist,2016-09-12,115483,2411.0,3.4,4.3,27,Non-binary,Bachelor's
EMP-0574,Engineering,Software Engineer,2015-07-03,118642,1139.0,3.9,2.2,38,Non-binary,Master's
EMP-0575,HR,Recruiter,2022-12-11,139313,7260.0,2.5,1.5,52,Non-binary,Bachelor's
EMP-0576,Finance,Financial Analyst,2018-11-13,122292,8807.0,4.1,2.3,56,Female,Bachelor's
EMP-0577,HR,Recruiter,2023-09-17,80226,10816.0,3.5,3.2,41,Non-binary,Master's
EMP-0578,Sales,Sales Rep,2022-12-30,100884,4403.0,1.8,1.2,30,Female,High School
EMP-0579,Engineering,Software Engineer,2022-06-03,126890,14674.0,2.0,4.4,38,Non-binary,High School
EMP-0580,Sales,Account Executive,2022-08-28,93277,6772.0,4.5,4.9,35,Female,Master's
EMP-0581,Operations,Project Manager,2016-03-30,118332,9710.0,4.3,4.3,28,Non-binary,Master's
EMP-0582,Marketing,Marketing Analyst,2019-11-12,117504,11724.0,3.3,4.8,26,Non-binary,PhD
EMP-0583,HR,HR Generalist,2021-02-06,65311,7861.0,4.7,1.6,37,Non-binary,Bachelor's
EMP-0584,HR,People Ops,2023-12-12,59601,7511.0,4.2,2.8,42,Male,Master's
EMP-0585,HR,HR Manager,2015-10-12,94691,8603.0,3.7,2.4,50,Non-binary,Bachelor's
EMP-0586,HR,Recruiter,2016-10-27,145537,6684.0,1.1,1.6,54,Non-binary,Bachelor's
EMP-0587,Finance,Accountant,2020-04-29,75227,7150.0,3.5,2.0,22,Non-binary,High School
EMP-0588,Operations,Operations Analyst,2023-08-09,127627,9175.0,3.1,2.5,37,Non-binary,Bachelor's
EMP-0589,Finance,Financial Analyst,2017-07-16,85755,2832.0,4.7,1.7,46,Female,Master's
EMP-0590,Sales,Sales Rep,2021-06-19,89003,5196.0,3.1,3.3,32,Male,PhD
EMP-0591,Sales,Sales Manager,2015-10-28,83361,20.0,4.7,4.9,45,Non-binary,Bachelor's
EMP-0592,Sales,Sales Manager,2015-01-17,126151,8451.0,1.2,1.4,57,Female,High School
EMP-0593,Marketing,Content Manager,2020-02-12,86913,4279.0,3.4,1.5,38,Non-binary,Master's
EMP-0594,Finance,Accountant,2017-05-05,112325,2964.0,3.8,1.4,25,Male,Master's
EMP-0595,Marketing,Marketing Analyst,2020-02-03,82192,2125.0,2.4,4.3,42,Female,Master's
EMP-0596,Engineering,Senior Engineer,2015-08-17,137608,13285.0,3.0,3.4,35,Male,Master's
EMP-0597,Marketing,Content Manager,2019-05-05,101954,6567.0,4.3,3.5,33,Male,PhD
EMP-0598,HR,HR Manager,2017-05-01,92760,2979.0,2.5,4.6,44,Non-binary,Bachelor's
EMP-0599,Finance,Controller,2016-10-15,124253,1192.0,4.8,3.4,42,Non-binary,High School
EMP-0600,Operations,Logistics Coord,2020-08-03,90545,4950.0,1.8,2.8,34,Female,Master's
EMP-0601,Operations,Project Manager,2023-08-19,110370,8411.0,3.2,4.6,53,Female,Bachelor's
EMP-0602,Sales,Sales Manager,2018-08-10,115011,2029.0,2.6,2.5,25,Female,Bachelor's
EMP-0603,Operations,COO Staff,2016-02-12,89223,5006.0,3.6,2.3,30,Female,Bachelor's
EMP-0604,HR,HR Generalist,2017-12-10,93020,5273.0,3.4,3.5,24,Non-binary,Bachelor's
EMP-0605,Sales,BDR,2017-06-21,94122,7161.0,4.1,4.3,54,Female,High School
EMP-0606,Sales,Sales Rep,2018-09-14,103792,1.0,4.2,3.6,23,Non-binary,Master's
EMP-0607,Marketing,SEO Specialist,2023-08-04,78293,9106.0,1.9,1.1,59,Non-binary,Master's
EMP-0608,Sales,BDR,2017-09-24,83455,4058.0,3.9,4.5,40,Non-binary,Bachelor's
EMP-0609,Finance,FP&A Manager,2022-07-08,127825,1870.0,3.7,4.8,39,Female,Master's
EMP-0610,Finance,Accountant,2022-02-01,133121,19767.0,1.9,3.0,40,Non-binary,Master's
EMP-0611,Finance,Financial Analyst,2017-07-01,138819,19657.0,4.7,3.6,60,Non-binary,Bachelor's
EMP-0612,Marketing,Brand Manager,2015-11-21,166201,3235.0,1.0,3.8,26,Non-binary,High School
EMP-0613,Operations,Logistics Coord,2023-08-05,137887,1309.0,1.3,4.6,49,Male,Bachelor's
EMP-0614,Engineering,Software Engineer,2018-02-28,88383,8916.0,4.0,3.4,46,Non-binary,Master's
EMP-0615,Finance,FP&A Manager,2015-04-25,134058,17030.0,2.4,3.0,55,Male,Bachelor's
EMP-0616,Operations,Logistics Coord,2016-11-19,117979,1575.0,3.9,1.7,54,Female,Master's
EMP-0617,Finance,Accountant,2018-08-05,160994,6555.0,1.1,2.9,50,Male,Bachelor's
EMP-0618,Engineering,Tech Lead,2016-05-09,118364,10763.0,3.3,2.8,50,Female,PhD
EMP-0619,HR,People Ops,2016-01-15,68170,9287.0,2.7,2.1,35,Female,Master's
EMP-0620,Marketing,SEO Specialist,2021-09-27,120710,5670.0,4.1,2.4,45,Non-binary,PhD
EMP-0621,HR,People Ops,2021-07-16,73248,6805.0,1.5,1.5,60,Non-binary,Bachelor's
EMP-0622,Sales,BDR,2021-09-15,148841,639.0,4.5,4.4,33,Female,Bachelor's
EMP-0623,Engineering,Software Engineer,2018-12-21,116953,14284.0,3.6,1.1,61,Female,Bachelor's
EMP-0624,Finance,FP&A Manager,2023-10-05,125037,8803.0,3.8,3.4,34,Non-binary,Bachelor's
EMP-0625,Operations,COO Staff,2019-01-08,92641,7880.0,3.0,3.9,59,Non-binary,High School
EMP-0626,Operations,COO Staff,2016-04-07,124713,10498.0,1.4,4.1,27,Male,Master's
EMP-0627,Marketing,Brand Manager,2017-05-03,128583,3897.0,2.1,1.7,27,Non-binary,PhD
EMP-0628,Engineering,DevOps Engineer,2020-08-23,108821,7919.0,3.4,2.0,54,Female,Master's
EMP-0629,Finance,Financial Analyst,2017-02-25,151735,15365.0,1.7,3.9,54,Male,Bachelor's
EMP-0630,Engineering,Tech Lead,2022-05-22,131759,16090.0,2.0,2.3,60,Female,Bachelor's
EMP-0631,Finance,Financial Analyst,2018-12-17,128804,9193.0,4.2,1.1,40,Male,Master's
EMP-0632,Sales,Sales Rep,2020-09-24,61107,2701.0,1.5,4.1,53,Male,Master's
EMP-0633,Finance,Accountant,2020-07-18,125637,9276.0,2.1,2.0,36,Male,Master's
EMP-0634,Operations,COO Staff,2022-12-06,119446,14456.0,1.4,1.9,37,Female,Bachelor's
EMP-0635,Marketing,Brand Manager,2015-07-12,108004,1324.0,4.5,4.4,61,Non-binary,Bachelor's
EMP-0636,HR,HR Manager,2015-11-30,93642,1298.0,4.8,1.0,25,Female,Bachelor's
EMP-0637,Finance,Accountant,2015-02-10,86405,5924.0,4.1,2.5,40,Non-binary,Master's
EMP-0638,Sales,Account Executive,2016-06-07,105330,1837.0,3.8,4.6,43,Male,Master's
EMP-0639,Engineering,Software Engineer,2021-10-17,115161,6512.0,4.7,4.9,59,Female,High School
EMP-0640,Marketing,Marketing Analyst,2021-07-26,127358,17774.0,2.0,2.1,59,Female,Master's
EMP-0641,HR,Recruiter,2016-08-23,105553,10429.0,4.1,2.2,38,Female,PhD
EMP-0642,Operations,Operations Analyst,2017-08-03,122175,10428.0,3.3,4.8,46,Female,Bachelor's
EMP-0643,Sales,Sales Manager,2022-10-12,94775,11387.0,2.9,3.1,40,Non-binary,Bachelor's
EMP-0644,Sales,Account Executive,2022-06-22,137974,16499.0,2.2,2.3,23,Non-binary,Master's
EMP-0645,Engineering,Tech Lead,2021-04-04,116938,5153.0,1.3,4.8,28,Male,Master's
EMP-0646,Operations,COO Staff,2017-06-15,107936,9961.0,3.0,2.9,30,Non-binary,Master's
EMP-0647,HR,HR Generalist,2016-10-30,93286,3602.0,1.7,2.3,22,Non-binary,Bachelor's
EMP-0648,Finance,Accountant,2018-03-25,95304,6788.0,1.7,4.9,51,Male,High School
EMP-0649,Sales,Sales Rep,2017-06-05,141904,17520.0,1.2,3.7,49,Male,Bachelor's
EMP-0650,Finance,FP&A Manager,2019-03-08,117435,2806.0,5.0,3.1,55,Male,PhD
EMP-0651,HR,HR Manager,2023-10-22,125638,14805.0,4.9,4.8,32,Male,Bachelor's
EMP-0652,Sales,Sales Manager,2021-03-30,71930,5646.0,4.1,3.3,59,Non-binary,PhD
EMP-0653,Operations,Operations Analyst,2023-12-17,103283,14784.0,3.5,1.7,29,Female,Master's
EMP-0654,Operations,Project Manager,2019-08-14,83035,3179.0,1.8,4.7,42,Female,Bachelor's
EMP-0655,Sales,Account Executive,2022-08-05,92447,6292.0,1.4,3.4,30,Non-binary,High School
EMP-0656,Engineering,Senior Engineer,2018-02-08,105820,12304.0,4.3,4.9,24,Male,Master's
EMP-0657,Engineering,DevOps Engineer,2017-02-28,114525,3806.0,2.2,1.9,55,Non-binary,Master's
EMP-0658,HR,Recruiter,2020-08-21,98110,3519.0,3.3,1.1,53,Male,Master's
EMP-0659,Engineering,Senior Engineer,2021-08-05,147014,9519.0,3.4,1.3,31,Female,Master's
EMP-0660,Finance,Accountant,2018-04-06,119197,11648.0,2.4,5.0,50,Female,Bachelor's
EMP-0661,Operations,Operations Analyst,2017-05-12,106165,1358.0,4.7,3.3,53,Non-binary,Bachelor's
EMP-0662,Engineering,DevOps Engineer,2016-03-12,128450,16941.0,1.2,2.5,40,Male,Master's
EMP-0663,HR,People Ops,2022-06-18,85742,11129.0,1.9,2.6,43,Female,Bachelor's
EMP-0664,Engineering,Software Engineer,2019-08-11,97646,10991.0,2.4,4.4,37,Non-binary,Master's
EMP-0665,HR,Recruiter,2022-03-01,122581,15023.0,1.4,3.8,39,Female,Bachelor's
EMP-0666,HR,Recruiter,2016-12-13,61233,5440.0,1.3,1.6,48,Male,PhD
EMP-0667,HR,Recruiter,2016-07-24,82689,7389.0,3.1,1.1,35,Non-binary,High School
EMP-0668,Marketing,Brand Manager,2015-04-11,86247,4695.0,2.5,2.8,40,Non-binary,Master's
EMP-0669,Marketing,SEO Specialist,2016-10-16,91986,4498.0,4.4,4.2,43,Non-binary,Master's
EMP-0670,HR,People Ops,2021-10-01,85370,1181.0,2.5,4.6,25,Male,Bachelor's
EMP-0671,Marketing,SEO Specialist,2019-12-12,90526,2162.0,4.9,2.7,50,Female,Master's
EMP-0672,Marketing,Content Manager,2019-05-16,138942,1540.0,2.2,2.8,22,Female,Master's
EMP-0673,Sales,Account Executive,2022-10-05,73413,476.0,3.4,2.7,31,Female,Bachelor's
EMP-0674,HR,HR Generalist,2020-05-29,99873,1245.0,4.4,4.8,47,Male,Master's
EMP-0675,Marketing,SEO Specialist,2017-06-28,148703,1541.0,2.7,1.5,46,Female,Bachelor's
EMP-0676,Finance,Controller,2023-08-30,85021,9465.0,3.9,3.7,39,Male,Bachelor's
EMP-0677,Engineering,Tech Lead,2017-05-25,93556,11797.0,2.9,4.9,25,Non-binary,Bachelor's
EMP-0678,Finance,Financial Analyst,2018-10-18,143431,11345.0,4.0,4.6,54,Non-binary,PhD
EMP-0679,Marketing,Brand Manager,2022-02-08,95119,8016.0,2.5,3.5,58,Non-binary,Master's
EMP-0680,Operations,COO Staff,2023-03-25,91802,4027.0,1.6,3.3,25,Non-binary,Master's
EMP-0681,Sales,Account Executive,2023-12-10,110543,7917.0,2.6,2.0,53,Non-binary,Bachelor's
EMP-0682,Engineering,DevOps Engineer,2023-12-30,173126,12496.0,1.7,2.3,25,Non-binary,Bachelor's
EMP-0683,Finance,Financial Analyst,2020-11-09,146522,14828.0,4.7,3.4,45,Male,Bachelor's
EMP-0684,Finance,Accountant,2020-05-29,99324,1058.0,3.9,3.3,59,Male,Bachelor's
EMP-0685,Marketing,Content Manager,2015-02-04,94712,10284.0,3.9,3.5,45,Non-binary,Master's
EMP-0686,Marketing,SEO Specialist,2018-12-08,84502,5734.0,2.5,4.3,24,Non-binary,Master's
EMP-0687,HR,HR Generalist,2015-09-24,89266,3863.0,4.2,2.1,28,Non-binary,PhD
EMP-0688,Marketing,SEO Specialist,2017-05-15,71267,4569.0,2.3,4.8,46,Non-binary,Master's
EMP-0689,Marketing,Content Manager,2015-06-13,139473,1482.0,1.4,1.3,34,Male,Master's
EMP-0690,Operations,COO Staff,2016-02-20,75070,5957.0,2.6,2.8,25,Non-binary,Bachelor's
EMP-0691,Operations,Project Manager,2019-09-01,106734,12839.0,4.2,2.8,61,Male,Bachelor's
EMP-0692,HR,HR Generalist,2019-06-26,59883,5724.0,4.6,4.3,52,Female,High School
EMP-0693,Finance,FP&A Manager,2017-06-01,89088,1767.0,3.5,3.8,47,Female,Master's
EMP-0694,Engineering,Software Engineer,2020-11-27,113713,15529.0,4.1,4.2,24,Male,Bachelor's
EMP-0695,Engineering,Software Engineer,2016-06-26,89602,9743.0,1.7,2.6,35,Non-binary,High School
EMP-0696,Engineering,Software Engineer,2015-10-07,109832,12091.0,3.3,4.2,59,Male,High School
EMP-0697,HR,People Ops,2020-05-07,130778,16539.0,1.2,4.9,40,Non-binary,Bachelor's
EMP-0698,Engineering,DevOps Engineer,2016-09-05,122450,13660.0,2.5,3.3,38,Male,PhD
EMP-0699,Finance,Controller,2016-05-12,156013,10125.0,1.6,1.3,53,Male,Master's
EMP-0700,Marketing,SEO Specialist,2019-05-19,105371,4997.0,1.1,1.6,39,Non-binary,Bachelor's
EMP-0701,Operations,Operations Analyst,2018-08-26,140122,17526.0,2.1,3.1,43,Non-binary,Bachelor's
EMP-0702,Sales,Sales Manager,2016-08-03,64646,9390.0,3.6,1.6,35,Male,PhD
EMP-0703,Marketing,Content Manager,2022-01-21,89272,4290.0,3.0,3.0,29,Non-binary,PhD
EMP-0704,Marketing,Marketing Analyst,2016-01-05,81399,8427.0,3.5,3.6,22,Male,Bachelor's
EMP-0705,Finance,FP&A Manager,2018-02-21,137534,6338.0,4.5,1.7,53,Non-binary,High School
EMP-0706,Marketing,Marketing Analyst,2017-08-01,77393,363.0,3.3,2.5,47,Female,Master's
EMP-0707,HR,Recruiter,2022-02-04,119918,2818.0,4.2,3.4,49,Non-binary,Bachelor's
EMP-0708,Finance,Financial Analyst,2023-11-19,121821,13061.0,1.5,2.7,60,Female,Master's
EMP-0709,Sales,Sales Manager,2020-03-31,99280,6877.0,4.8,2.0,62,Female,Bachelor's
EMP-0710,Marketing,SEO Specialist,2023-05-16,95984,8380.0,3.5,1.7,51,Male,Bachelor's
EMP-0711,Marketing,Brand Manager,2017-11-18,115439,13094.0,3.1,2.2,53,Female,Master's
EMP-0712,Sales,BDR,2022-04-06,94642,832.0,4.6,1.1,23,Male,Master's
EMP-0713,Sales,Account Executive,2023-06-27,110118,14059.0,4.9,2.2,34,Non-binary,PhD
EMP-0714,Marketing,Content Manager,2023-11-08,82091,11777.0,3.9,1.9,46,Female,Bachelor's
EMP-0715,Marketing,Content Manager,2019-02-03,144843,16737.0,3.7,2.2,62,Male,Master's
EMP-0716,Marketing,Marketing Analyst,2022-02-16,76105,5328.0,2.6,4.2,26,Female,Master's
EMP-0717,HR,HR Generalist,2016-04-16,67737,9402.0,2.4,4.1,28,Non-binary,Bachelor's
EMP-0718,Marketing,Content Manager,2021-11-01,74870,3070.0,3.2,1.5,56,Female,Master's
EMP-0719,HR,HR Manager,2019-03-22,61465,1862.0,3.4,4.5,45,Male,Bachelor's
EMP-0720,HR,Recruiter,2015-06-07,67662,6653.0,3.4,4.3,25,Male,Master's
EMP-0721,Sales,Sales Manager,2016-07-23,70590,4865.0,1.9,4.0,46,Female,Bachelor's
EMP-0722,Sales,Account Executive,2022-01-18,133411,3776.0,1.0,3.5,33,Female,Master's
EMP-0723,Marketing,Brand Manager,2022-10-17,119328,11480.0,1.4,2.0,25,Female,Bachelor's
EMP-0724,Finance,FP&A Manager,2017-12-26,79826,10184.0,4.9,2.7,40,Male,Bachelor's
EMP-0725,Engineering,DevOps Engineer,2016-04-03,137435,5799.0,1.8,3.9,54,Non-binary,High School
EMP-0726,HR,HR Manager,2023-02-22,92013,8213.0,2.3,2.2,25,Female,Bachelor's
EMP-0727,Operations,COO Staff,2023-11-12,102336,8964.0,3.0,2.3,54,Non-binary,Bachelor's
EMP-0728,Marketing,SEO Specialist,2021-04-28,119875,9995.0,3.4,1.7,40,Female,Bachelor's
EMP-0729,Sales,Sales Rep,2016-05-15,122860,393.0,1.5,3.5,61,Female,Bachelor's
EMP-0730,HR,People Ops,2019-03-03,117239,3671.0,4.0,3.6,44,Female,Master's
EMP-0731,Finance,FP&A Manager,2021-09-01,114414,3033.0,4.1,1.9,43,Male,PhD
EMP-0732,Operations,Operations Analyst,2022-05-04,68940,3582.0,2.4,1.8,43,Non-binary,Bachelor's
EMP-0733,Operations,Logistics Coord,2020-02-05,124822,15778.0,2.9,4.0,28,Male,Master's
EMP-0734,Marketing,SEO Specialist,2015-05-11,121953,2250.0,5.0,4.0,29,Male,Bachelor's
EMP-0735,Engineering,DevOps Engineer,2019-02-03,124882,10437.0,2.6,4.6,58,Non-binary,Bachelor's
EMP-0736,Sales,Sales Rep,2018-06-19,111537,5211.0,3.2,4.5,52,Male,Bachelor's
EMP-0737,Engineering,Senior Engineer,2017-06-02,152961,7997.0,3.8,3.1,59,Male,PhD
EMP-0738,Sales,Sales Manager,2019-11-10,111960,2671.0,4.6,1.9,49,Female,Bachelor's
EMP-0739,Marketing,Marketing Analyst,2015-01-01,95434,9221.0,3.5,4.7,48,Non-binary,Bachelor's
EMP-0740,Operations,COO Staff,2022-06-23,119436,12445.0,2.9,1.4,36,Female,Master's
EMP-0741,Marketing,Marketing Analyst,2015-05-28,139990,17363.0,2.5,3.4,30,Non-binary,Bachelor's
EMP-0742,Operations,COO Staff,2018-02-01,132126,5773.0,2.7,4.3,37,Male,High School
EMP-0743,Engineering,Software Engineer,2018-07-25,138377,6480.0,1.1,2.5,30,Male,Bachelor's
EMP-0744,HR,HR Generalist,2016-11-26,88904,3079.0,2.5,1.5,42,Male,Bachelor's
EMP-0745,Operations,Operations Analyst,2016-01-18,117923,3525.0,4.6,4.3,37,Non-binary,Bachelor's
EMP-0746,HR,HR Generalist,2020-09-24,159414,6914.0,2.3,2.1,34,Male,High School
EMP-0747,Operations,Logistics Coord,2023-04-12,122429,8974.0,4.7,1.5,40,Female,Master's
EMP-0748,Operations,Logistics Coord,2016-02-02,79039,4759.0,1.8,1.7,45,Male,Master's
EMP-0749,Marketing,Brand Manager,2020-02-14,83867,9241.0,2.9,3.0,46,Female,Master's
EMP-0750,HR,HR Generalist,2020-02-13,72651,7836.0,2.5,2.7,46,Non-binary,Master's
EMP-0751,Sales,Sales Rep,2019-10-14,115497,1419.0,1.2,3.1,48,Female,Bachelor's
EMP-0752,Operations,Project Manager,2020-07-26,82656,3362.0,1.4,3.8,26,Male,Master's
EMP-0753,Engineering,Tech Lead,2020-11-01,125259,5327.0,4.4,2.3,46,Male,High School
EMP-0754,Engineering,Senior Engineer,2016-03-08,100999,5870.0,1.9,4.5,29,Non-binary,Bachelor's
EMP-0755,Operations,Project Manager,2016-01-25,113539,8617.0,3.3,1.9,28,Non-binary,Bachelor's
EMP-0756,Finance,Accountant,2015-01-12,91970,1343.0,3.1,1.3,45,Female,Bachelor's
EMP-0757,Engineering,Software Engineer,2019-11-01,136132,14555.0,3.7,2.3,30,Male,Bachelor's
EMP-0758,Sales,Sales Rep,2021-11-22,97254,3280.0,3.0,4.6,47,Female,Bachelor's
EMP-0759,Operations,Operations Analyst,2015-11-15,126628,3917.0,4.4,4.1,51,Female,Bachelor's
EMP-0760,Engineering,Senior Engineer,2022-08-02,126650,18051.0,4.2,4.1,44,Female,Master's
EMP-0761,HR,People Ops,2020-10-25,82857,10914.0,2.3,4.0,49,Non-binary,Master's
EMP-0762,Engineering,DevOps Engineer,2020-02-10,115241,2930.0,1.4,2.3,56,Non-binary,Bachelor's
EMP-0763,Marketing,Marketing Analyst,2017-08-17,83036,9768.0,1.1,1.8,47,Male,Master's
EMP-0764,Sales,BDR,2018-08-27,150809,10086.0,3.6,2.2,42,Female,Master's
EMP-0765,Finance,Accountant,2017-06-10,98334,9068.0,3.2,1.7,30,Female,PhD
EMP-0766,Finance,FP&A Manager,2023-09-26,118470,6244.0,1.9,1.3,26,Male,Bachelor's
EMP-0767,Operations,COO Staff,2022-11-26,102293,10169.0,2.3,2.7,58,Female,Master's
EMP-0768,Marketing,Brand Manager,2020-07-08,101306,1189.0,2.2,1.7,37,Non-binary,Master's
EMP-0769,Operations,Project Manager,2019-10-03,79691,4407.0,2.8,4.6,61,Non-binary,Master's
EMP-0770,Finance,FP&A Manager,2019-09-24,128373,14720.0,4.8,4.1,48,Female,Master's
EMP-0771,Marketing,Content Manager,2022-08-17,95671,6989.0,2.0,4.4,24,Non-binary,Master's
EMP-0772,Operations,Logistics Coord,2016-05-14,101754,11437.0,4.0,3.1,25,Male,Bachelor's
EMP-0773,Sales,Sales Rep,2023-04-08,123083,13945.0,1.7,3.9,29,Female,Bachelor's
EMP-0774,Operations,Project Manager,2022-06-14,65476,106.0,2.6,2.1,49,Non-binary,Bachelor's
EMP-0775,Finance,Controller,2020-08-03,147898,15887.0,3.6,2.9,57,Non-binary,PhD
EMP-0776,Sales,BDR,2020-03-20,161649,16987.0,2.9,1.4,60,Male,Bachelor's
EMP-0777,Finance,Controller,2019-03-19,101336,8952.0,4.6,1.7,36,Non-binary,Master's
EMP-0778,Sales,Sales Rep,2016-06-28,61691,7051.0,3.7,4.8,47,Non-binary,Master's
EMP-0779,Finance,Controller,2017-07-26,78972,2219.0,2.5,4.2,25,Non-binary,Bachelor's
EMP-0780,Engineering,Tech Lead,2016-01-31,100357,4103.0,1.7,3.9,48,Female,Master's
EMP-0781,Marketing,Content Manager,2018-03-02,105723,9518.0,2.9,1.2,62,Non-binary,Bachelor's
EMP-0782,Operations,Operations Analyst,2023-10-27,68862,10067.0,3.5,3.3,59,Female,High School
EMP-0783,Sales,Account Executive,2019-12-25,132576,7923.0,1.6,4.0,50,Female,Bachelor's
EMP-0784,Marketing,Marketing Analyst,2018-05-13,127046,12025.0,2.6,1.3,39,Non-binary,Bachelor's
EMP-0785,Engineering,Tech Lead,2022-01-11,130124,3731.0,4.5,3.2,58,Non-binary,Master's
EMP-0786,Sales,Account Executive,2015-05-11,62115,4843.0,2.3,4.7,41,Male,PhD
EMP-0787,Engineering,Senior Engineer,2015-05-12,119183,3842.0,3.9,1.7,37,Female,Master's
EMP-0788,Marketing,Marketing Analyst,2018-06-29,84229,791.0,4.5,2.8,54,Non-binary,Master's
EMP-0789,HR,Recruiter,2021-10-16,78303,10025.0,3.6,3.9,40,Non-binary,Bachelor's
EMP-0790,Operations,Project Manager,2020-07-20,69824,1422.0,4.6,3.2,30,Male,Master's
EMP-0791,Engineering,DevOps Engineer,2022-09-02,121877,10374.0,1.9,1.9,39,Non-binary,High School
EMP-0792,Operations,Logistics Coord,2021-12-24,127341,17197.0,3.8,4.9,42,Male,Master's
EMP-0793,HR,Recruiter,2018-12-08,99695,7241.0,5.0,2.3,56,Non-binary,Bachelor's
EMP-0794,Finance,FP&A Manager,2020-09-26,98858,5517.0,4.0,2.8,51,Male,Bachelor's
EMP-0795,Finance,Accountant,2020-07-10,162390,9249.0,4.0,1.0,53,Non-binary,High School
EMP-0796,Marketing,Content Manager,2019-10-03,154840,17997.0,3.9,2.2,33,Female,Bachelor's
EMP-0797,Sales,Account Executive,2017-06-17,55348,5035.0,3.0,3.5,24,Female,PhD
EMP-0798,Sales,BDR,2023-04-10,108176,9684.0,3.6,4.4,48,Non-binary,Master's
